id,make,model,year,price,body_type,fuel_type,transmission,engine_size,horsepower,seating_capacity,fuel_economy,safety_rating,features,description
437,Chevrolet,Equinox,2021,30411,Luxury,Petrol,Manual,4.8,303,5,43,3,"Sunroof, Heated Seats, Blind Spot Monitor, Navigation System, Cruise Control, Apple CarPlay",The 2021 Chevrolet Equinox is a premium Luxury offering exceptional performance and modern features like Sunroof and Heated Seats.
438,Ford,Explorer,2023,30257,SUV,Petrol,Manual,2.8,518,7,39,3,"Sunroof, Android Auto, Navigation System, Heated Seats, Bluetooth, Cruise Control",The 2023 Ford Explorer is a premium SUV offering exceptional performance and modern features like Sunroof and Android Auto.
439,Chevrolet,Corvette,2021,69280,Coupe,Petrol,Manual,2.7,180,2,43,5,"Navigation System, Cruise Control, Apple CarPlay, Android Auto, Bluetooth, Blind Spot Monitor",The 2021 Chevrolet Corvette is a premium Coupe offering exceptional performance and modern features like Navigation System and Cruise Control.
440,BMW,X3,2022,64174,SUV,Petrol,Automatic,3.2,557,5,35,4,"Leather Seats, Navigation System, Backup Camera, Android Auto",The 2022 BMW X3 is a premium SUV offering exceptional performance and modern features like Leather Seats and Navigation System.
441,Chevrolet,Equinox,2022,26308,Hatchback,Petrol,Automatic,4.3,323,5,34,4,"Android Auto, Backup Camera, Apple CarPlay, Bluetooth",The 2022 Chevrolet Equinox is a premium Hatchback offering exceptional performance and modern features like Android Auto and Backup Camera.
442,Hyundai,Santa Fe,2021,36656,Coupe,Petrol,Manual,4.7,172,4,27,3,"Navigation System, Sunroof, Cruise Control, Bluetooth, Backup Camera, Leather Seats",The 2021 Hyundai Santa Fe is a premium Coupe offering exceptional performance and modern features like Navigation System and Sunroof.
443,Kia,Sportage,2024,31382,Truck,Petrol,Manual,4.6,284,5,22,3,"Navigation System, Blind Spot Monitor, Cruise Control",The 2024 Kia Sportage is a premium Truck offering exceptional performance and modern features like Navigation System and Blind Spot Monitor.
444,Chevrolet,Malibu,2023,27691,Truck,Hybrid,Automatic,2.1,313,5,23,5,"Apple CarPlay, Heated Seats, Blind Spot Monitor",The 2023 Chevrolet Malibu is a premium Truck offering exceptional performance and modern features like Apple CarPlay and Heated Seats.
445,Kia,EV6,2019,34721,Coupe,Electric,Automatic,0.0,464,4,114,5,"Apple CarPlay, Cruise Control, Navigation System",The 2019 Kia EV6 is a premium Coupe offering exceptional performance and modern features like Apple CarPlay and Cruise Control.
446,Ford,Escape,2024,32972,SUV,Hybrid,Manual,4.9,539,7,27,4,"Sunroof, Blind Spot Monitor, Leather Seats, Bluetooth, Cruise Control, Android Auto",The 2024 Ford Escape is a premium SUV offering exceptional performance and modern features like Sunroof and Blind Spot Monitor.
447,BMW,M3,2020,55641,Coupe,Petrol,Automatic,3.3,390,4,39,4,"Apple CarPlay, Navigation System, Bluetooth, Cruise Control, Blind Spot Monitor",The 2020 BMW M3 is a premium Coupe offering exceptional performance and modern features like Apple CarPlay and Navigation System.
448,Mercedes-Benz,GLE,2019,63824,Truck,Petrol,Automatic,4.9,228,5,16,3,"Backup Camera, Bluetooth, Apple CarPlay, Leather Seats",The 2019 Mercedes-Benz GLE is a premium Truck offering exceptional performance and modern features like Backup Camera and Bluetooth.
449,Honda,HR-V,2024,32709,Sedan,Diesel,Manual,3.1,504,5,23,4,"Apple CarPlay, Bluetooth, Blind Spot Monitor, Navigation System",The 2024 Honda HR-V is a premium Sedan offering exceptional performance and modern features like Apple CarPlay and Bluetooth.
450,Mercedes-Benz,E-Class,2020,66733,SUV,Petrol,Automatic,4.9,191,7,32,5,"Blind Spot Monitor, Backup Camera, Sunroof",The 2020 Mercedes-Benz E-Class is a premium SUV offering exceptional performance and modern features like Blind Spot Monitor and Backup Camera.
451,Tesla,Model X,2023,71329,SUV,Electric,Automatic,0.0,427,5,120,4,"Apple CarPlay, Bluetooth, Navigation System, Cruise Control, Sunroof",The 2023 Tesla Model X is a premium SUV offering exceptional performance and modern features like Apple CarPlay and Bluetooth.
452,Toyota,Prius,2021,45431,Coupe,Hybrid,Automatic,2.6,175,2,38,5,"Heated Seats, Cruise Control, Apple CarPlay, Leather Seats",The 2021 Toyota Prius is a premium Coupe offering exceptional performance and modern features like Heated Seats and Cruise Control.
453,Kia,Sorento,2023,48970,Sedan,Petrol,Automatic,2.5,575,5,28,4,"Cruise Control, Android Auto, Bluetooth, Blind Spot Monitor",The 2023 Kia Sorento is a premium Sedan offering exceptional performance and modern features like Cruise Control and Android Auto.
454,Audi,Q7,2021,54477,SUV,Hybrid,Manual,2.0,164,7,22,4,"Blind Spot Monitor, Heated Seats, Apple CarPlay, Sunroof, Bluetooth",The 2021 Audi Q7 is a premium SUV offering exceptional performance and modern features like Blind Spot Monitor and Heated Seats.
455,Chevrolet,Equinox,2020,34425,Coupe,Petrol,Automatic,4.5,255,2,22,5,"Bluetooth, Navigation System, Android Auto, Leather Seats",The 2020 Chevrolet Equinox is a premium Coupe offering exceptional performance and modern features like Bluetooth and Navigation System.
456,BMW,X3,2022,68722,SUV,Diesel,Automatic,4.1,123,7,27,4,"Leather Seats, Blind Spot Monitor, Heated Seats, Sunroof, Cruise Control",The 2022 BMW X3 is a premium SUV offering exceptional performance and modern features like Leather Seats and Blind Spot Monitor.
457,Tesla,Model X,2019,66460,SUV,Electric,Automatic,0.0,659,5,128,4,"Android Auto, Heated Seats, Blind Spot Monitor, Backup Camera, Leather Seats",The 2019 Tesla Model X is a premium SUV offering exceptional performance and modern features like Android Auto and Heated Seats.
458,Chevrolet,Corvette,2020,74024,Coupe,Petrol,Automatic,1.5,152,2,32,4,"Heated Seats, Navigation System, Blind Spot Monitor, Android Auto, Bluetooth",The 2020 Chevrolet Corvette is a premium Coupe offering exceptional performance and modern features like Heated Seats and Navigation System.
459,BMW,3 Series,2024,57146,Sedan,Petrol,Automatic,4.8,134,5,37,5,"Android Auto, Cruise Control, Blind Spot Monitor, Apple CarPlay, Leather Seats, Backup Camera",The 2024 BMW 3 Series is a premium Sedan offering exceptional performance and modern features like Android Auto and Cruise Control.
460,Hyundai,Elantra,2024,42323,Hatchback,Petrol,Automatic,2.5,207,5,44,5,"Android Auto, Cruise Control, Navigation System, Leather Seats",The 2024 Hyundai Elantra is a premium Hatchback offering exceptional performance and modern features like Android Auto and Cruise Control.
461,BMW,M3,2019,51543,Coupe,Petrol,Manual,2.1,269,2,41,4,"Heated Seats, Navigation System, Backup Camera, Bluetooth, Sunroof, Apple CarPlay",The 2019 BMW M3 is a premium Coupe offering exceptional performance and modern features like Heated Seats and Navigation System.
462,Kia,Sportage,2021,26648,Truck,Hybrid,Automatic,2.6,230,5,18,3,"Heated Seats, Navigation System, Backup Camera, Sunroof, Cruise Control",The 2021 Kia Sportage is a premium Truck offering exceptional performance and modern features like Heated Seats and Navigation System.
463,Ford,Escape,2019,28621,Luxury,Hybrid,Manual,4.2,287,5,42,3,"Heated Seats, Navigation System, Bluetooth, Leather Seats, Android Auto",The 2019 Ford Escape is a premium Luxury offering exceptional performance and modern features like Heated Seats and Navigation System.
464,Honda,Pilot,2023,38886,Luxury,Petrol,Automatic,3.1,320,5,37,4,"Leather Seats, Blind Spot Monitor, Apple CarPlay, Navigation System, Bluetooth",The 2023 Honda Pilot is a premium Luxury offering exceptional performance and modern features like Leather Seats and Blind Spot Monitor.
465,Hyundai,Ioniq 5,2023,49722,Sedan,Electric,Automatic,0.0,683,5,122,4,"Cruise Control, Blind Spot Monitor, Heated Seats, Navigation System",The 2023 Hyundai Ioniq 5 is a premium Sedan offering exceptional performance and modern features like Cruise Control and Blind Spot Monitor.
466,Hyundai,Tucson,2020,42690,SUV,Hybrid,Automatic,1.3,142,7,40,4,"Android Auto, Cruise Control, Navigation System",The 2020 Hyundai Tucson is a premium SUV offering exceptional performance and modern features like Android Auto and Cruise Control.
467,Audi,Q7,2023,51019,SUV,Petrol,Automatic,3.4,130,7,34,4,"Bluetooth, Navigation System, Leather Seats",The 2023 Audi Q7 is a premium SUV offering exceptional performance and modern features like Bluetooth and Navigation System.
468,BMW,M3,2020,57598,Coupe,Petrol,Manual,2.4,581,2,29,4,"Heated Seats, Cruise Control, Sunroof, Blind Spot Monitor, Backup Camera, Navigation System",The 2020 BMW M3 is a premium Coupe offering exceptional performance and modern features like Heated Seats and Cruise Control.
469,Ford,Mustang,2021,28534,Coupe,Petrol,Manual,4.3,512,4,42,5,"Bluetooth, Backup Camera, Sunroof",The 2021 Ford Mustang is a premium Coupe offering exceptional performance and modern features like Bluetooth and Backup Camera.
470,Mercedes-Benz,C-Class,2019,74125,SUV,Hybrid,Automatic,3.0,445,5,42,4,"Backup Camera, Heated Seats, Cruise Control, Leather Seats",The 2019 Mercedes-Benz C-Class is a premium SUV offering exceptional performance and modern features like Backup Camera and Heated Seats.
471,Toyota,Prius,2022,28873,Sedan,Electric,Automatic,0.0,345,5,110,3,"Apple CarPlay, Heated Seats, Android Auto, Bluetooth, Leather Seats, Navigation System",The 2022 Toyota Prius is a premium Sedan offering exceptional performance and modern features like Apple CarPlay and Heated Seats.
472,Ford,Explorer,2024,31533,SUV,Petrol,Automatic,4.0,145,7,42,5,"Blind Spot Monitor, Android Auto, Sunroof",The 2024 Ford Explorer is a premium SUV offering exceptional performance and modern features like Blind Spot Monitor and Android Auto.
473,Ford,Explorer,2023,26754,SUV,Petrol,Automatic,4.9,357,7,31,4,"Heated Seats, Apple CarPlay, Leather Seats",The 2023 Ford Explorer is a premium SUV offering exceptional performance and modern features like Heated Seats and Apple CarPlay.
474,Ford,Mustang,2019,44544,Coupe,Petrol,Manual,1.6,265,2,35,5,"Apple CarPlay, Blind Spot Monitor, Android Auto, Heated Seats, Leather Seats",The 2019 Ford Mustang is a premium Coupe offering exceptional performance and modern features like Apple CarPlay and Blind Spot Monitor.
475,Audi,A6,2024,69624,Hatchback,Petrol,Automatic,2.7,406,5,39,4,"Android Auto, Heated Seats, Cruise Control, Backup Camera, Blind Spot Monitor",The 2024 Audi A6 is a premium Hatchback offering exceptional performance and modern features like Android Auto and Heated Seats.
476,BMW,3 Series,2019,62614,Hatchback,Petrol,Manual,2.9,499,5,32,4,"Navigation System, Bluetooth, Heated Seats, Cruise Control",The 2019 BMW 3 Series is a premium Hatchback offering exceptional performance and modern features like Navigation System and Bluetooth.
477,Audi,Q7,2020,55448,SUV,Hybrid,Automatic,1.7,493,7,44,5,"Heated Seats, Sunroof, Blind Spot Monitor, Android Auto",The 2020 Audi Q7 is a premium SUV offering exceptional performance and modern features like Heated Seats and Sunroof.
478,Audi,A6,2019,72391,Luxury,Hybrid,Manual,2.2,589,5,30,4,"Heated Seats, Cruise Control, Android Auto, Blind Spot Monitor, Navigation System",The 2019 Audi A6 is a premium Luxury offering exceptional performance and modern features like Heated Seats and Cruise Control.
479,Mercedes-Benz,C-Class,2024,60437,Truck,Petrol,Automatic,1.5,466,5,24,3,"Cruise Control, Blind Spot Monitor, Sunroof, Navigation System",The 2024 Mercedes-Benz C-Class is a premium Truck offering exceptional performance and modern features like Cruise Control and Blind Spot Monitor.
480,BMW,X5,2023,50256,SUV,Hybrid,Automatic,1.4,580,5,20,3,"Cruise Control, Navigation System, Leather Seats, Heated Seats, Backup Camera",The 2023 BMW X5 is a premium SUV offering exceptional performance and modern features like Cruise Control and Navigation System.
481,Toyota,Camry,2019,25671,SUV,Hybrid,Automatic,3.1,532,7,28,3,"Navigation System, Apple CarPlay, Cruise Control, Leather Seats, Heated Seats, Bluetooth",The 2019 Toyota Camry is a premium SUV offering exceptional performance and modern features like Navigation System and Apple CarPlay.
482,Kia,K5,2022,42360,SUV,Petrol,Automatic,4.1,258,5,25,3,"Cruise Control, Navigation System, Android Auto, Bluetooth, Backup Camera, Blind Spot Monitor",The 2022 Kia K5 is a premium SUV offering exceptional performance and modern features like Cruise Control and Navigation System.
483,Ford,Explorer,2024,39409,SUV,Diesel,Automatic,1.6,534,5,28,5,"Sunroof, Bluetooth, Blind Spot Monitor",The 2024 Ford Explorer is a premium SUV offering exceptional performance and modern features like Sunroof and Bluetooth.
484,Tesla,Model S,2019,57838,Sedan,Electric,Automatic,0.0,541,5,106,3,"Leather Seats, Sunroof, Bluetooth, Backup Camera, Blind Spot Monitor",The 2019 Tesla Model S is a premium Sedan offering exceptional performance and modern features like Leather Seats and Sunroof.
485,BMW,3 Series,2021,62931,Truck,Petrol,Automatic,4.9,292,3,24,5,"Apple CarPlay, Bluetooth, Heated Seats, Android Auto, Blind Spot Monitor, Leather Seats",The 2021 BMW 3 Series is a premium Truck offering exceptional performance and modern features like Apple CarPlay and Bluetooth.
486,Kia,EV6,2021,37751,Hatchback,Electric,Automatic,0.0,613,5,102,3,"Leather Seats, Sunroof, Blind Spot Monitor",The 2021 Kia EV6 is a premium Hatchback offering exceptional performance and modern features like Leather Seats and Sunroof.
487,Ford,Mach-E,2024,46095,Coupe,Electric,Automatic,0.0,427,2,103,5,"Android Auto, Heated Seats, Backup Camera",The 2024 Ford Mach-E is a premium Coupe offering exceptional performance and modern features like Android Auto and Heated Seats.
488,Toyota,Camry,2020,35846,Luxury,Petrol,Automatic,2.6,178,5,23,5,"Navigation System, Heated Seats, Android Auto, Cruise Control",The 2020 Toyota Camry is a premium Luxury offering exceptional performance and modern features like Navigation System and Heated Seats.
489,Toyota,Prius,2021,38844,Luxury,Petrol,Automatic,1.9,419,5,29,5,"Heated Seats, Leather Seats, Sunroof",The 2021 Toyota Prius is a premium Luxury offering exceptional performance and modern features like Heated Seats and Leather Seats.
490,Ford,Mustang,2020,47711,Coupe,Petrol,Automatic,2.8,178,4,22,5,"Apple CarPlay, Blind Spot Monitor, Bluetooth",The 2020 Ford Mustang is a premium Coupe offering exceptional performance and modern features like Apple CarPlay and Blind Spot Monitor.
491,Toyota,Corolla,2021,43848,Coupe,Hybrid,Manual,4.1,571,2,30,5,"Apple CarPlay, Navigation System, Backup Camera",The 2021 Toyota Corolla is a premium Coupe offering exceptional performance and modern features like Apple CarPlay and Navigation System.
492,Audi,Q7,2021,69904,SUV,Hybrid,Automatic,5.0,397,5,44,5,"Leather Seats, Android Auto, Bluetooth, Navigation System",The 2021 Audi Q7 is a premium SUV offering exceptional performance and modern features like Leather Seats and Android Auto.
493,Mercedes-Benz,C-Class,2024,67248,Truck,Hybrid,Automatic,3.3,196,5,18,4,"Blind Spot Monitor, Android Auto, Backup Camera",The 2024 Mercedes-Benz C-Class is a premium Truck offering exceptional performance and modern features like Blind Spot Monitor and Android Auto.
494,Ford,Mach-E,2022,36590,Coupe,Electric,Automatic,0.0,535,4,96,3,"Navigation System, Cruise Control, Heated Seats",The 2022 Ford Mach-E is a premium Coupe offering exceptional performance and modern features like Navigation System and Cruise Control.
495,BMW,5 Series,2020,74345,Sedan,Petrol,Automatic,3.5,408,5,27,3,"Cruise Control, Navigation System, Sunroof",The 2020 BMW 5 Series is a premium Sedan offering exceptional performance and modern features like Cruise Control and Navigation System.
496,Kia,Sportage,2022,48666,SUV,Petrol,Automatic,4.0,453,7,21,3,"Backup Camera, Bluetooth, Heated Seats, Sunroof",The 2022 Kia Sportage is a premium SUV offering exceptional performance and modern features like Backup Camera and Bluetooth.
497,Toyota,Prius,2022,36236,Sedan,Petrol,Manual,4.1,139,5,29,3,"Navigation System, Bluetooth, Cruise Control, Leather Seats",The 2022 Toyota Prius is a premium Sedan offering exceptional performance and modern features like Navigation System and Bluetooth.
498,Ford,Mustang,2020,29535,Coupe,Hybrid,Automatic,2.2,240,4,32,4,"Leather Seats, Android Auto, Backup Camera, Bluetooth, Sunroof, Navigation System",The 2020 Ford Mustang is a premium Coupe offering exceptional performance and modern features like Leather Seats and Android Auto.
499,Hyundai,Elantra,2024,27389,SUV,Petrol,Automatic,1.8,129,5,23,5,"Leather Seats, Bluetooth, Blind Spot Monitor, Heated Seats, Android Auto, Navigation System",The 2024 Hyundai Elantra is a premium SUV offering exceptional performance and modern features like Leather Seats and Bluetooth.
500,Toyota,Highlander,2019,37076,SUV,Hybrid,Automatic,2.9,416,7,35,4,"Bluetooth, Backup Camera, Android Auto",The 2019 Toyota Highlander is a premium SUV offering exceptional performance and modern features like Bluetooth and Backup Camera.
